housing_median_age,total_rooms,total_bedrooms,median_income,median_house_value,ocean_proximity
43,1464,224,6,365900,<1H OCEAN
44,2789,503,4,352300,<1H OCEAN
44,1462,240,4,365200,<1H OCEAN
44,1282,216,5,365900,<1H OCEAN
38,1104,216,6,422000,<1H OCEAN
24,4393,966,5,356100,<1H OCEAN
35,913,161,5,411200,<1H OCEAN
39,714,118,5,432100,<1H OCEAN
36,2526,452,5,456600,<1H OCEAN
38,1089,174,7,434800,<1H OCEAN
37,1364,248,4,456300,<1H OCEAN
44,2825,453,5,377200,<1H OCEAN
43,2416,454,5,330700,<1H OCEAN
41,1833,355,5,287800,<1H OCEAN
42,1859,337,6,294500,<1H OCEAN
44,2395,458,4,299000,<1H OCEAN
35,3259,967,3,400000,<1H OCEAN
29,1821,588,2,187500,<1H OCEAN
44,1138,228,4,303300,<1H OCEAN
15,412,128,3,266700,<1H OCEAN
32,1044,219,4,284400,<1H OCEAN
45,2038,394,4,289600,<1H OCEAN
37,1761,409,2,175900,<1H OCEAN
41,620,133,2,159600,<1H OCEAN
42,1273,309,4,162000,<1H OCEAN
41,2475,532,3,156400,<1H OCEAN
31,2025,618,2,151200,<1H OCEAN
23,2503,532,2,162800,<1H OCEAN
19,2758,675,2,179700,<1H OCEAN
32,2307,493,4,232800,<1H OCEAN
27,2082,612,2,184100,<1H OCEAN
35,2810,614,3,200600,<1H OCEAN
32,1700,340,4,238700,<1H OCEAN
35,2016,365,5,230200,<1H OCEAN
35,1511,274,4,251300,<1H OCEAN
5,3559,869,2,216700,<1H OCEAN
36,1428,268,4,239600,<1H OCEAN
37,1241,226,4,232400,<1H OCEAN
38,123,36,2,200000,<1H OCEAN
31,2693,661,3,240200,<1H OCEAN
33,2716,660,3,226300,<1H OCEAN
27,2880,802,2,223400,<1H OCEAN
35,1499,340,2,213600,<1H OCEAN
26,2080,560,2,184400,<1H OCEAN
25,2659,765,2,175900,<1H OCEAN
17,5544,1068,5,282700,<1H OCEAN
27,2790,513,5,268300,<1H OCEAN
30,3096,757,3,233300,<1H OCEAN
35,2793,686,3,235300,<1H OCEAN
9,2782,884,2,203300,<1H OCEAN
13,3569,924,3,224200,<1H OCEAN
35,2572,504,4,304100,<1H OCEAN
41,2004,481,3,171100,<1H OCEAN
36,1697,394,3,163100,<1H OCEAN
30,1291,230,5,181500,<1H OCEAN
32,1205,340,2,128000,NEAR OCEAN
28,636,169,3,131300,NEAR OCEAN
38,1446,327,3,177700,<1H OCEAN
36,2218,561,3,182300,<1H OCEAN
39,1513,365,3,184600,<1H OCEAN
38,1471,329,4,165500,<1H OCEAN
28,1895,420,4,191300,<1H OCEAN
36,1989,458,3,168000,<1H OCEAN
20,2233,591,3,169100,<1H OCEAN
10,3708,1016,2,165400,<1H OCEAN
16,1867,571,3,154200,<1H OCEAN
21,1068,283,2,157500,<1H OCEAN
8,1115,412,3,146200,<1H OCEAN
31,1535,369,2,174000,<1H OCEAN
27,1672,491,2,174500,NEAR OCEAN
26,2109,651,2,158700,<1H OCEAN
39,1417,359,2,172000,<1H OCEAN
34,1349,371,2,138100,NEAR OCEAN
38,1730,460,2,150400,NEAR OCEAN
42,1162,264,3,205600,<1H OCEAN
20,59,24,2,350000,NEAR OCEAN
35,1239,473,2,154700,NEAR OCEAN
24,574,173,2,152300,NEAR OCEAN
36,2191,739,2,163100,NEAR OCEAN
36,886,253,2,164200,NEAR OCEAN
37,1212,304,3,160100,<1H OCEAN
46,22,11,3,112500,NEAR OCEAN
18,3821,795,2,346200,<1H OCEAN
47,307,69,2,146900,<1H OCEAN
41,1305,381,2,186800,NEAR OCEAN
19,2356,440,4,416100,<1H OCEAN
42,967,175,5,265600,<1H OCEAN
48,1958,386,4,273400,<1H OCEAN
47,2223,410,4,270800,NEAR OCEAN
36,2464,472,4,350000,NEAR OCEAN
22,5042,974,4,351200,NEAR OCEAN
27,1650,443,2,192400,NEAR OCEAN
23,1957,517,3,203100,<1H OCEAN
37,1319,292,2,218900,NEAR OCEAN
29,1503,411,2,195300,NEAR OCEAN
52,1438,472,2,306700,NEAR OCEAN
41,1382,361,2,238300,NEAR OCEAN
30,2074,533,2,225800,NEAR OCEAN
43,1854,519,2,225000,NEAR OCEAN
21,2492,711,2,242300,NEAR OCEAN
30,2835,711,3,268500,NEAR OCEAN
42,1731,435,2,255400,NEAR OCEAN
23,3075,860,2,260500,NEAR OCEAN
36,1725,295,5,368500,NEAR OCEAN
52,1665,280,5,351900,NEAR OCEAN
20,2625,673,3,285200,NEAR OCEAN
47,2852,603,4,293900,NEAR OCEAN
52,2025,361,4,350000,NEAR OCEAN
39,2602,802,2,234500,NEAR OCEAN
52,2085,588,2,243200,NEAR OCEAN
30,3161,435,2,231700,NEAR OCEAN
25,2469,584,3,257500,NEAR OCEAN
28,2647,658,3,253400,NEAR OCEAN
28,2510,583,3,267800,NEAR OCEAN
40,2582,606,3,276400,NEAR OCEAN
52,1642,287,4,321500,NEAR OCEAN
26,2711,508,4,326700,NEAR OCEAN
41,2168,357,4,311900,NEAR OCEAN
33,2265,366,5,409800,NEAR OCEAN
36,3135,746,3,300000,NEAR OCEAN
42,1297,246,5,401900,NEAR OCEAN
35,2790,435,6,361500,NEAR OCEAN
40,1644,471,3,464300,NEAR OCEAN
40,1933,475,4,332800,NEAR OCEAN
31,2809,666,4,303800,NEAR OCEAN
39,2651,590,3,254300,NEAR OCEAN
21,1568,452,3,225000,NEAR OCEAN
8,2842,522,3,287500,NEAR OCEAN
31,3857,607,7,396400,<1H OCEAN
34,2377,362,6,367100,<1H OCEAN
31,3019,469,7,394100,<1H OCEAN
31,3812,595,7,380100,<1H OCEAN
36,2288,439,4,361000,<1H OCEAN
41,1912,308,5,352700,<1H OCEAN
43,1061,208,6,254200,<1H OCEAN
42,1541,280,5,292100,<1H OCEAN
35,2839,592,4,271200,<1H OCEAN
34,3150,518,4,336900,<1H OCEAN
34,2421,475,4,296200,<1H OCEAN
35,1535,283,6,312100,<1H OCEAN
35,1666,280,6,344400,<1H OCEAN
35,2485,418,5,329500,<1H OCEAN
42,890,179,4,271900,<1H OCEAN
41,1979,496,4,217700,<1H OCEAN
30,2062,396,5,301200,<1H OCEAN
37,1954,368,5,261300,<1H OCEAN
43,1428,325,4,209200,<1H OCEAN
38,1107,194,7,263700,<1H OCEAN
33,1805,303,5,326600,<1H OCEAN
29,2174,418,3,341700,<1H OCEAN
36,2988,719,3,268000,<1H OCEAN
29,2584,608,3,273400,<1H OCEAN
32,1464,406,2,200000,<1H OCEAN
38,1399,390,3,234800,<1H OCEAN
41,2476,506,3,263900,<1H OCEAN
34,1722,406,4,252000,<1H OCEAN
34,2510,535,3,267000,<1H OCEAN
50,309,47,6,285000,<1H OCEAN
51,1477,280,5,317900,<1H OCEAN
48,1473,294,3,306300,<1H OCEAN
41,2067,452,5,309900,<1H OCEAN
32,3817,886,3,245600,<1H OCEAN
36,2507,517,5,241300,<1H OCEAN
47,1853,345,3,422000,<1H OCEAN
43,1708,280,6,457400,<1H OCEAN
36,959,204,3,331300,<1H OCEAN
31,4704,920,4,400000,<1H OCEAN
36,2443,492,3,409800,<1H OCEAN
37,4524,1005,3,366700,<1H OCEAN
25,434,74,5,420500,<1H OCEAN
49,1788,267,6,375700,<1H OCEAN
31,5550,881,6,446100,<1H OCEAN
31,3105,582,5,429100,<1H OCEAN
26,1649,522,3,257100,<1H OCEAN
40,2124,370,5,370400,<1H OCEAN
40,2549,591,3,374300,<1H OCEAN
52,1904,297,6,380400,<1H OCEAN
52,2477,385,4,368100,<1H OCEAN
52,1532,292,5,372900,<1H OCEAN
17,2943,769,3,187500,<1H OCEAN
19,2919,857,3,206300,<1H OCEAN
20,3407,885,3,351100,<1H OCEAN
48,1560,280,5,354700,<1H OCEAN
45,1865,360,3,321200,<1H OCEAN
52,2332,433,5,331200,<1H OCEAN
52,2010,435,6,374000,<1H OCEAN
47,2243,339,7,446800,<1H OCEAN
52,2602,418,5,358000,<1H OCEAN
52,1602,265,5,323500,<1H OCEAN
50,2195,336,6,365600,<1H OCEAN
22,2664,651,3,256300,<1H OCEAN
17,3852,1066,2,255400,<1H OCEAN
52,1732,305,4,292600,<1H OCEAN
10,4292,1075,3,286600,<1H OCEAN
31,1262,338,3,241900,<1H OCEAN
42,413,107,4,189800,<1H OCEAN
12,2238,682,2,208300,<1H OCEAN
30,48,14,5,162500,<1H OCEAN
35,1257,318,3,238000,<1H OCEAN
40,1875,460,3,243600,<1H OCEAN
35,3213,874,2,256800,<1H OCEAN
47,1453,356,3,255500,<1H OCEAN
22,2265,637,2,217100,<1H OCEAN
25,3018,806,3,220200,<1H OCEAN
14,1744,536,3,230800,<1H OCEAN
52,830,183,3,253700,<1H OCEAN
48,1301,253,4,252700,<1H OCEAN
49,1393,290,2,257400,<1H OCEAN
18,1775,525,3,177100,<1H OCEAN
14,2981,894,3,178600,<1H OCEAN
6,3340,945,2,252300,<1H OCEAN
18,2481,756,2,247500,<1H OCEAN
52,850,162,6,298800,<1H OCEAN
20,2734,658,3,284100,<1H OCEAN
45,1235,271,3,282600,<1H OCEAN
15,3712,1005,3,209600,<1H OCEAN
14,3700,945,3,200000,<1H OCEAN
31,1238,338,2,228100,<1H OCEAN
32,1377,444,2,187500,<1H OCEAN
20,3960,1027,3,193800,<1H OCEAN
33,2865,864,2,201300,<1H OCEAN
20,3196,994,3,219500,<1H OCEAN
27,2909,1021,2,229000,<1H OCEAN
19,2294,716,3,258300,<1H OCEAN
25,2864,844,2,224300,<1H OCEAN
28,1843,554,2,254000,<1H OCEAN
37,1644,395,3,257700,<1H OCEAN
45,2170,401,5,269000,<1H OCEAN
10,1060,332,3,175000,<1H OCEAN
6,1727,506,4,210700,<1H OCEAN
7,2837,776,3,229000,<1H OCEAN
25,3208,1111,2,218100,<1H OCEAN
37,1383,470,2,207100,<1H OCEAN
23,1336,396,2,205000,<1H OCEAN
13,3487,1131,2,221900,<1H OCEAN
22,2340,773,2,217500,<1H OCEAN
45,1971,439,4,260500,<1H OCEAN
52,322,88,2,243800,<1H OCEAN
36,2946,1025,2,255900,<1H OCEAN
21,739,265,2,181300,<1H OCEAN
31,3190,489,6,402900,<1H OCEAN
36,1834,316,4,302200,<1H OCEAN
36,3120,620,3,320400,<1H OCEAN
14,3615,913,3,280900,<1H OCEAN
52,1704,277,4,326100,<1H OCEAN
51,1502,243,4,332400,<1H OCEAN
52,2962,468,4,343500,<1H OCEAN
36,1692,263,5,349600,<1H OCEAN
36,2110,346,6,345300,<1H OCEAN
36,759,136,4,328900,<1H OCEAN
36,1978,337,3,294400,<1H OCEAN
43,1325,254,3,289000,<1H OCEAN
43,2322,418,4,284600,<1H OCEAN
41,2860,682,3,262900,<1H OCEAN
41,1524,393,2,192400,<1H OCEAN
14,1878,614,2,231800,<1H OCEAN
29,2209,444,4,341200,<1H OCEAN
37,1335,249,4,352100,<1H OCEAN
37,1519,331,3,272500,<1H OCEAN
42,724,149,3,361700,<1H OCEAN
37,589,119,3,222700,<1H OCEAN
37,350,115,3,200000,<1H OCEAN
11,3112,890,3,181300,<1H OCEAN
13,3801,1116,2,222700,<1H OCEAN
49,192,41,3,118800,<1H OCEAN
44,1594,389,3,212100,<1H OCEAN
39,1995,564,3,250000,<1H OCEAN
47,2589,465,5,247100,<1H OCEAN
48,2584,483,4,245100,<1H OCEAN
46,2115,463,3,222000,<1H OCEAN
45,2570,517,4,226000,<1H OCEAN
45,1505,347,3,217000,<1H OCEAN
48,814,165,3,223100,<1H OCEAN
45,1552,315,3,235500,<1H OCEAN
49,1969,377,3,231300,<1H OCEAN
48,2122,385,5,231400,<1H OCEAN
43,1029,252,2,219900,<1H OCEAN
47,1721,343,4,231200,<1H OCEAN
45,3046,633,3,226900,<1H OCEAN
46,1393,301,2,229900,<1H OCEAN
45,903,190,4,209100,<1H OCEAN
46,1676,322,5,209500,<1H OCEAN
46,2711,491,4,224700,<1H OCEAN
46,1840,379,3,230400,<1H OCEAN
44,2572,613,3,232000,<1H OCEAN
47,858,170,2,225000,<1H OCEAN
42,1604,326,4,216000,<1H OCEAN
46,1268,240,4,229100,<1H OCEAN
45,1328,290,3,226900,<1H OCEAN
45,3566,701,3,232000,<1H OCEAN
49,3033,580,4,232500,<1H OCEAN
42,2267,478,3,250000,<1H OCEAN
45,1390,281,4,293800,<1H OCEAN
49,1305,228,5,267900,<1H OCEAN
44,1934,375,2,251800,<1H OCEAN
37,2381,575,3,247800,<1H OCEAN
46,1718,344,3,247000,<1H OCEAN
52,1133,212,4,249500,<1H OCEAN
44,1717,391,3,254500,<1H OCEAN
46,1396,294,3,244500,<1H OCEAN
44,2705,649,3,247900,<1H OCEAN
39,493,168,2,17500,<1H OCEAN
44,1321,303,4,331800,<1H OCEAN
16,1586,377,4,450000,<1H OCEAN
45,3448,690,4,258800,<1H OCEAN
38,2347,665,3,349300,<1H OCEAN
49,1074,170,6,366700,<1H OCEAN
40,1868,356,2,279300,<1H OCEAN
23,1359,428,3,234600,<1H OCEAN
46,2345,453,4,278300,<1H OCEAN
16,1353,398,3,205000,<1H OCEAN
37,2144,446,3,315000,<1H OCEAN
12,3188,931,3,218300,<1H OCEAN
24,2910,917,2,219400,<1H OCEAN
33,2443,498,4,146000,<1H OCEAN
37,1394,313,3,161800,<1H OCEAN
39,1769,410,3,153500,<1H OCEAN
34,1489,326,3,160300,<1H OCEAN
35,2606,447,4,193800,<1H OCEAN
38,1704,347,2,155500,<1H OCEAN
38,1237,298,3,154600,<1H OCEAN
50,1181,265,3,167000,<1H OCEAN
27,862,280,2,154200,<1H OCEAN
32,1260,382,2,122900,<1H OCEAN
30,1632,401,3,160100,<1H OCEAN
30,762,228,2,154200,<1H OCEAN
46,11,11,2,162500,<1H OCEAN
47,843,194,3,151700,<1H OCEAN
38,1156,305,2,137100,<1H OCEAN
36,2602,638,2,149800,<1H OCEAN
26,1279,163,6,293800,INLAND
25,5039,821,4,211700,INLAND
13,2996,495,6,161700,INLAND
16,2426,426,4,224500,INLAND
18,3814,721,4,215600,INLAND
27,3770,573,6,309700,INLAND
26,3773,694,4,198000,INLAND
21,2056,461,3,212800,INLAND
29,2240,457,3,184200,<1H OCEAN
35,2259,505,3,155500,<1H OCEAN
42,2225,485,2,166700,INLAND
15,4644,967,3,222100,<1H OCEAN
23,2308,322,7,355500,INLAND
32,1764,365,3,186700,INLAND
33,3713,718,4,185500,<1H OCEAN
35,2899,429,6,297200,INLAND
35,1582,248,4,275000,INLAND
33,2344,363,6,283400,INLAND
37,2655,415,5,269500,INLAND
36,3097,667,3,235300,INLAND
30,2495,586,2,209200,INLAND
31,1959,318,4,233000,INLAND
30,4367,1033,3,192100,INLAND
33,2383,428,4,245500,INLAND
40,1304,280,2,209500,INLAND
29,630,145,3,170800,INLAND
32,1741,373,3,194500,<1H OCEAN
29,1677,413,3,194300,<1H OCEAN
26,3118,528,5,209400,INLAND
25,3465,566,4,228900,INLAND
29,2671,437,4,203000,INLAND
17,3499,621,4,191700,INLAND
34,2026,345,4,187600,INLAND
21,3481,808,3,150400,INLAND
19,1935,399,3,144600,INLAND
28,4086,871,2,202200,INLAND
32,2643,516,3,177200,INLAND
26,1664,344,3,190500,INLAND
15,4260,770,4,230000,INLAND
22,4935,954,3,180500,INLAND
50,2388,494,2,167200,INLAND
28,1998,414,3,180900,INLAND
28,3494,566,5,214700,INLAND
25,5411,998,4,240700,INLAND
26,2723,604,2,136000,INLAND
29,2742,488,3,121900,INLAND
41,555,130,2,125000,INLAND
52,2867,496,3,291200,INLAND
32,3241,895,2,181800,INLAND
46,2477,458,5,289700,INLAND
37,3457,435,5,226000,INLAND
36,2637,476,4,158700,INLAND
26,2744,494,4,154200,INLAND
36,1473,328,3,151800,INLAND
33,4979,934,3,152500,INLAND
30,2345,496,2,112100,INLAND
36,1543,297,3,117800,INLAND
33,1350,265,2,115200,INLAND
30,3199,591,3,136400,INLAND
33,2824,523,3,135100,INLAND
33,1067,194,4,139100,INLAND
36,3094,556,4,146900,INLAND
37,2263,502,2,139200,INLAND
36,2922,652,2,124000,INLAND
29,2976,662,3,113600,INLAND
52,1548,348,2,127300,INLAND
51,1538,394,2,109800,INLAND
48,1157,247,2,127200,INLAND
18,3610,772,3,113500,INLAND
25,1712,491,2,114800,INLAND
33,1694,333,3,116300,INLAND
34,975,192,3,116100,INLAND
33,1056,272,2,128700,INLAND
39,2933,590,3,131300,INLAND
34,1081,205,3,108500,INLAND
21,4031,923,3,117300,<1H OCEAN
30,1700,504,2,91900,INLAND
36,3839,1004,2,116200,INLAND
35,1613,298,3,134300,INLAND
42,2504,553,3,135700,INLAND
48,2438,599,2,129200,INLAND
52,1868,316,4,140100,INLAND
52,1279,213,5,161000,INLAND
34,2742,491,3,128800,INLAND
33,4100,740,3,134200,INLAND
28,5173,1069,3,130800,INLAND
34,4038,725,4,135000,INLAND
34,344,108,3,117800,INLAND
33,1921,489,2,122600,INLAND
33,1025,261,2,119400,INLAND
36,975,243,2,118100,INLAND
28,2758,771,2,113300,INLAND
30,1185,317,2,94300,INLAND
29,2452,700,2,110700,INLAND
27,852,237,2,110900,INLAND
26,3827,814,3,129700,INLAND
42,1967,378,3,118100,INLAND
33,2318,464,3,116400,INLAND
27,2215,440,3,129600,INLAND
27,3623,809,3,123300,INLAND
22,2948,636,3,113600,INLAND
34,1914,435,2,115800,INLAND
36,2242,448,3,113000,INLAND
26,2712,402,5,227900,<1H OCEAN
25,4240,643,6,247600,<1H OCEAN
23,3351,591,5,230600,<1H OCEAN
26,797,117,6,253800,<1H OCEAN
26,3638,557,6,221200,<1H OCEAN
16,4632,435,5,264400,<1H OCEAN
16,3552,575,6,271500,<1H OCEAN
24,3128,497,7,462700,<1H OCEAN
31,2524,349,7,380900,<1H OCEAN
33,4518,716,5,267200,<1H OCEAN
21,4723,882,3,258700,<1H OCEAN
22,5179,944,4,189900,<1H OCEAN
29,3855,585,5,218200,<1H OCEAN
16,4556,639,6,263900,<1H OCEAN
26,3408,542,6,239100,<1H OCEAN
25,2208,477,3,191700,<1H OCEAN
31,1484,327,3,189600,<1H OCEAN
32,3357,621,4,216600,<1H OCEAN
36,1811,320,5,188300,<1H OCEAN
36,1267,191,5,220000,<1H OCEAN
33,3630,800,3,206900,<1H OCEAN
29,3416,790,3,186000,<1H OCEAN
23,2535,490,3,180600,<1H OCEAN
29,1185,197,5,196900,<1H OCEAN
27,1748,403,3,180600,INLAND
33,2059,361,4,183800,<1H OCEAN
33,1485,274,5,158500,<1H OCEAN
34,912,165,4,178000,<1H OCEAN
34,1004,220,3,174500,<1H OCEAN
23,4066,819,4,199600,<1H OCEAN
34,1324,211,4,192200,<1H OCEAN
30,3082,602,4,182700,<1H OCEAN
35,1470,241,4,168800,<1H OCEAN
35,1574,276,4,165300,<1H OCEAN
36,806,147,4,151300,<1H OCEAN
18,2923,670,3,157000,<1H OCEAN
35,1447,272,3,141900,<1H OCEAN
35,1566,321,4,141300,<1H OCEAN
27,2434,535,3,140200,<1H OCEAN
37,1286,255,4,140100,<1H OCEAN
25,2559,654,2,155600,<1H OCEAN
36,2029,351,4,164300,<1H OCEAN
34,2159,386,4,147400,<1H OCEAN
25,3076,856,2,117600,<1H OCEAN
32,1640,391,2,136100,<1H OCEAN
37,1801,422,3,133000,<1H OCEAN
33,1788,456,2,124100,<1H OCEAN
33,1555,361,4,138200,<1H OCEAN
35,957,194,3,151400,<1H OCEAN
34,1540,328,2,138500,<1H OCEAN
42,1762,398,2,132600,INLAND
41,2673,578,3,145500,<1H OCEAN
33,1391,309,4,149500,<1H OCEAN
32,2552,576,2,144400,<1H OCEAN
36,294,67,3,134400,INLAND
20,3158,684,3,153000,<1H OCEAN
24,2838,695,3,126200,<1H OCEAN
31,1239,254,3,153400,<1H OCEAN
18,123,28,3,137500,INLAND
11,2399,527,3,141000,INLAND
31,1507,369,3,147200,INLAND
15,3543,888,3,139400,INLAND
28,441,106,2,152500,INLAND
32,2491,616,2,145800,INLAND
34,1696,456,2,138500,INLAND
35,1681,360,2,145900,INLAND
35,1032,207,2,134800,INLAND
8,2027,480,3,142400,INLAND
30,2227,474,3,164100,INLAND
32,2910,709,3,158400,<1H OCEAN
20,2063,496,3,157100,<1H OCEAN
22,1438,364,2,162500,<1H OCEAN
17,3640,830,3,152200,INLAND
31,3073,617,3,161300,INLAND
27,3569,761,4,160500,INLAND
29,1986,448,3,140800,INLAND
35,4036,904,3,141600,INLAND
33,1558,316,2,143900,INLAND
26,1399,277,4,160100,INLAND
30,2686,613,3,160800,INLAND
6,1954,534,3,131000,INLAND
30,2775,657,3,141800,INLAND
31,2779,639,3,143400,INLAND
21,2215,484,2,166500,<1H OCEAN
34,2278,476,3,154100,<1H OCEAN
18,1179,324,2,140600,<1H OCEAN
39,1076,338,2,151800,<1H OCEAN
33,4151,850,3,159900,<1H OCEAN
28,2831,552,3,173100,<1H OCEAN
21,2707,675,2,176700,<1H OCEAN
32,2704,514,4,195400,<1H OCEAN
34,1970,476,4,201200,<1H OCEAN
35,2393,417,4,187700,<1H OCEAN
37,1137,203,3,189000,<1H OCEAN
37,1987,399,4,176500,<1H OCEAN
34,2192,431,3,163900,<1H OCEAN
35,782,153,4,161300,<1H OCEAN
35,1891,353,4,165500,<1H OCEAN
37,1185,225,4,154200,<1H OCEAN
36,1285,228,3,191900,<1H OCEAN
35,2108,408,4,185200,<1H OCEAN
34,1409,305,3,188800,<1H OCEAN
36,1371,246,4,187100,<1H OCEAN
35,689,128,3,206000,<1H OCEAN
36,1597,285,4,197000,<1H OCEAN
36,1788,317,4,185800,<1H OCEAN
33,2325,452,3,217100,<1H OCEAN
35,1443,266,3,186900,<1H OCEAN
36,1479,251,4,189600,<1H OCEAN
35,1860,323,3,207000,<1H OCEAN
35,1897,311,5,199400,<1H OCEAN
28,3694,722,3,181100,<1H OCEAN
20,4327,1037,3,185400,<1H OCEAN
35,1810,318,5,165700,<1H OCEAN
33,1921,397,4,150500,<1H OCEAN
31,3007,653,3,166000,<1H OCEAN
35,2746,478,4,166700,<1H OCEAN
35,2994,603,4,160700,<1H OCEAN
27,3341,728,2,180400,<1H OCEAN
35,3185,544,3,175900,<1H OCEAN
34,2048,411,3,168600,<1H OCEAN
35,2739,475,4,176600,<1H OCEAN
34,1562,272,4,220800,<1H OCEAN
32,2068,356,5,201200,<1H OCEAN
37,1055,280,2,181300,<1H OCEAN
35,1205,330,2,188900,<1H OCEAN
37,1813,394,3,176700,<1H OCEAN
39,1726,333,4,191800,<1H OCEAN
35,1711,335,3,215600,<1H OCEAN
25,2115,489,3,207400,<1H OCEAN
32,2374,450,3,200300,<1H OCEAN
35,1313,194,7,287200,<1H OCEAN
33,1701,290,5,274700,<1H OCEAN
33,1330,209,5,266200,<1H OCEAN
35,1439,261,3,188600,<1H OCEAN
35,1646,294,3,172000,<1H OCEAN
35,834,137,4,218800,<1H OCEAN
34,2956,469,5,268300,<1H OCEAN
36,1009,164,5,249400,<1H OCEAN
36,1390,270,5,189000,<1H OCEAN
33,2938,561,4,204200,<1H OCEAN
34,2819,609,3,197600,<1H OCEAN
36,1057,207,4,191700,<1H OCEAN
29,1699,399,3,195500,<1H OCEAN
29,3250,521,5,218300,<1H OCEAN
35,3189,435,5,211100,<1H OCEAN
35,2894,467,5,224900,<1H OCEAN
37,1505,262,5,202100,<1H OCEAN
35,1022,183,3,187500,<1H OCEAN
36,1340,221,4,205100,<1H OCEAN
32,3055,623,4,190700,<1H OCEAN
28,3342,688,3,202800,<1H OCEAN
34,1428,227,5,204800,<1H OCEAN
32,3418,662,4,210200,<1H OCEAN
34,1921,422,3,193900,<1H OCEAN
36,1207,209,5,207300,<1H OCEAN
25,1814,404,3,170800,<1H OCEAN
37,1375,260,3,195200,<1H OCEAN
32,2252,415,4,184800,<1H OCEAN
35,2819,529,4,191700,<1H OCEAN
34,2226,381,4,183200,<1H OCEAN
31,2017,462,2,167300,<1H OCEAN
33,1452,268,3,162700,<1H OCEAN
34,3580,684,4,166800,<1H OCEAN
33,1353,228,4,160300,<1H OCEAN
31,2516,435,3,155500,<1H OCEAN
36,2391,407,4,160700,<1H OCEAN
35,2342,426,3,156900,<1H OCEAN
35,1792,317,3,151100,<1H OCEAN
33,2028,422,2,157600,<1H OCEAN
36,931,160,3,158000,<1H OCEAN
36,1299,206,3,161400,<1H OCEAN
34,2050,495,2,155700,<1H OCEAN
33,1560,315,4,159800,<1H OCEAN
34,2547,537,3,154600,<1H OCEAN
32,1507,295,4,163300,<1H OCEAN
28,1686,417,2,157300,<1H OCEAN
35,2093,435,3,150400,<1H OCEAN
35,1623,331,3,152600,<1H OCEAN
33,1453,326,3,155800,<1H OCEAN
35,804,159,2,145700,<1H OCEAN
35,1254,263,4,163100,<1H OCEAN
36,1475,270,3,158600,<1H OCEAN
35,1309,276,4,156500,<1H OCEAN
36,1044,200,4,153900,<1H OCEAN
35,1141,212,3,148300,<1H OCEAN
33,1458,268,4,158100,<1H OCEAN
34,1381,265,4,146900,<1H OCEAN
32,1993,388,3,181900,<1H OCEAN
34,1729,324,3,163500,<1H OCEAN
36,1431,354,3,160200,<1H OCEAN
34,1403,274,3,163000,<1H OCEAN
34,1519,304,3,161200,<1H OCEAN
31,2349,539,3,154500,<1H OCEAN
33,1493,331,3,158900,<1H OCEAN
27,2610,846,2,150800,<1H OCEAN
35,1499,289,3,149000,<1H OCEAN
35,1375,249,4,151800,<1H OCEAN
33,1782,394,3,157900,<1H OCEAN
23,3188,836,2,157600,<1H OCEAN
33,1733,361,4,153800,<1H OCEAN
27,5026,955,3,162900,<1H OCEAN
19,1129,258,3,135600,<1H OCEAN
22,1919,411,4,144100,<1H OCEAN
35,1341,233,4,157300,<1H OCEAN
32,1819,375,3,162400,<1H OCEAN
35,1469,306,3,159500,<1H OCEAN
35,2160,399,3,163100,<1H OCEAN
30,2246,446,4,164500,<1H OCEAN
30,1336,239,4,178100,<1H OCEAN
33,629,76,7,330400,<1H OCEAN
36,2241,419,4,161900,<1H OCEAN
21,5459,1086,3,192100,<1H OCEAN
23,4535,955,3,154100,<1H OCEAN
27,1702,381,3,131100,<1H OCEAN
27,2383,472,3,141400,<1H OCEAN
35,3055,634,3,127200,<1H OCEAN
29,1468,310,3,190600,<1H OCEAN
33,349,124,2,133300,<1H OCEAN
21,797,162,2,191100,<1H OCEAN
36,116,30,3,136300,<1H OCEAN
32,265,51,3,187500,<1H OCEAN
22,3272,618,4,211300,<1H OCEAN
21,2837,515,4,209700,<1H OCEAN
37,682,172,3,138000,<1H OCEAN
30,4468,959,3,168300,<1H OCEAN
27,5640,1001,5,215400,<1H OCEAN
32,2945,651,3,183900,<1H OCEAN
33,3512,632,4,193200,<1H OCEAN
27,2643,418,5,262100,<1H OCEAN
26,2988,397,6,382500,<1H OCEAN
33,3530,700,3,152900,<1H OCEAN
33,2006,381,3,165500,<1H OCEAN
28,1983,375,3,179000,<1H OCEAN
22,5284,982,4,289900,<1H OCEAN
22,3632,538,6,324900,<1H OCEAN
26,3343,455,7,334300,<1H OCEAN
27,2275,346,6,333500,<1H OCEAN
34,2376,468,4,176300,<1H OCEAN
33,5462,952,4,186700,<1H OCEAN
34,2777,540,4,183800,<1H OCEAN
15,3978,692,5,269900,<1H OCEAN
24,1219,177,6,325000,<1H OCEAN
25,1075,138,6,332200,<1H OCEAN
25,1348,210,5,297600,<1H OCEAN
25,2799,388,6,311100,<1H OCEAN
23,3335,570,5,300300,<1H OCEAN
25,1259,184,5,302200,<1H OCEAN
5,3088,711,2,184500,<1H OCEAN
37,378,92,2,94600,INLAND
44,477,135,2,112500,INLAND
33,859,144,4,220100,INLAND
33,1620,283,5,219400,INLAND
13,3859,710,4,184500,INLAND
33,1943,440,3,137500,INLAND
